,license,license_cleaned
5195,nan,
5197,96317/AL,96317
5198,89894/AL,89894
5199,96401/AL,96401
5200,93862 AL,93862
5202,87142/AL,87142
5203,72582/AL,72582
5204,94117/AL,94117
5206,87104/AL,87104
5207,nan,
5209,84222/AL,84222
5210,34024/2019,34024
5211,94118/AL,94118
5213,95441/AL,95441
5216,98099/AL,98099
5217,35367/AL,35367
5218,nan,
5219,79797/AL,79797
5220,34660/AL,34660
5221,122934/AL,122934
5222,97242/AL,97242
5224,nan,
5225,83393/AL,83393
5226,34660/AL,34660
5227,nan,
5228,134029/AL,134029
5229,26826/2019,26826
5230,131938/AL,131938
5232,72691/AL,72691
5233,nan,
5234,nan,
5235,nan,
5236,118593/AL,118593
5237,598813,598813
5238,nan,
5239,92946/AL,92946
5241,109488/AL,109488
5242,107417/AL,107417
5243,89235/AL,89235
5245,110514/AL,110514
5247,89139/AL,89139
5248,Exempt,
5250,96873/AL,96873
5251,94265/AL,94265
5252,98263/AL,98263
5253,31616/AL,31616
5258,84102/AL,84102
5259,96403/AL,96403
5260,110726/AL,110726
5261,92957/AL,92957
5263,97318/AL,97318
5267,95489/AL,95489
5268,80492/AL,80492
5269,96409/AL,96409
5272,Exempt,
5277,21974/AL,21974
5279,nan,
5286,91620/AL,91620
5288,91620/AL,91620
5290,91620/AL,91620
5291,95747/AL,95747
5292,99171/AL,99171
5293,91620/AL,91620
5294,95893/AL,95893
5295,99168/AL,99168
5296,97237/AL,97237
5297,98514/AL,98514
5298,133539/AL,133539
5299,80889/AL,80889
5300,63003/AL,63003
5301,80569/AL,80569
5302,97605/AL,97605
5303,97606/AL,97606
5304,63003/AL,63003
5305,57552/AL,57552
5306,63003/AL,63003
5307,98968/AL,98968
5308,35366/AL,35366
5309,97058/AL,97058
5310,96486/AL,96486
5311,101679/AL,101679
5313,92732/AL.,92732
5314,42715/AL,42715
5317,84521/AL,84521
5319,90120/AL,90120
5320,96552/AL,96552
5322,nan,
5323,100944/AL,100944
5326,99177/AL,99177
5327,118685/AL,118685
5329,98665/AL.,98665
5330,133412/AL,133412
5331,96841/AL,96841
5333,93765/AL,93765
5334,96847/AL,96847
5335,49607/AL,49607
5336,83876/AL,83876
5337,95672/AL,95672
5339,93767/AL,93767
5340,nan,
5343,63003/AL,63003
5345,97602/AL,97602
5346,98390/AL,98390
5347,95200/AL,95200
5348,100599/AL,100599
5349,100598/AL,100598
5350,98400/AL,98400
5351,60328/AL,60328
5352,100600/AL,100600
5354,95200/AL,95200
5355,70832/AL,70832
5357,85233/AL,85233
5358,97240/AL,97240
5359,79756/AL,79756
5360,95200/AL,95200
5361,97317/AL,97317
5363,Exempt,
5365,31616/AL,31616
5366,99948/AL,99948
5369,Exempt,
5370,97313/AL,97313
5371,96953/AL,96953
5372,97241/AL,97241
5373,98423/AL,98423
5374,78222/AL,78222
5375,94339/AL,94339
5376,81043/AL,81043
5378,81045/AL,81045
5380,95629/AL,95629
5381,96565/AL,96565
5382,99046/AL,99046
5383,98974/AL,98974
5384,80128/AL,80128
5385,98971/AL,98971
5387,98975/AL,98975
5388,98972/AL,98972
5389,98973/AL,98973
5390,80128/AL,80128
5391,98976/AL,98976
5392,nan,
5393,90370/AL,90370
5394,90938/AL,90938
5395,98170/AL,98170
5396,nan,
5397,nan,
5398,96483/AL,96483
5399,94862/AL,94862
5400,97814/AL,97814
5401,nan,
5402,44879/AL,44879
5403,nan,
5404,100706/AL,100706
5406,97513/AL,97513
5407,nan,
5408,113919/AL,113919
5410,nan,
5411,nan,
5412,96777/AL,96777
5413,97963/AL,97963
5414,nan,
5415,81952/AL,81952
5416,97239/AL,97239
5417,78316/AL,78316
5419,nan,
5422,94455/AL,94455
5425,99948/AL,99948
5427,101068/AL,101068
5428,94862/AL,94862
5430,94862/AL,94862
5431,96657/AL,96657
5432,94455/AL,94455
5434,100380/AL,100380
5435,95137/AL,95137
5438,98172/AL,98172
5439,97320/AL,97320
5441,nan,
5442,97123/AL,97123
5443,87040/AL,87040
5444,100988/AL,100988
5445,87046/AL,87046
5447,66078/AL,66078
5448,616098,616098
5449,95199/AL,95199
5450,616098,616098
5451,87054/AL,87054
5452,616098,616098
5453,98854/AL,98854
5454,86964/AL,86964
5455,nan,
5456,127770/AL,127770
5457,116022/AL,116022
5458,97311/AL,97311
5459,66078/AL,66078
5460,66078/AL,66078
5462,133441/AL,133441
5463,85245/AL,85245
5465,91551/AL,91551
5466,91551/AL,91551
5467,95197/AL,95197
5468,91551/AL,91551
5469,nan,
5470,nan,
5471,75211/AL,75211
5475,Exempt,
5476,Exempt,
5477,89235/AL,89235
5478,117246/AL,117246
5483,97694/AL,97694
5485,96772/AL,96772
5486,101379/AL,101379
5488,100675/AL,100675
5489,nan,
5490,nan,
5491,nan,
5492,29895/AL,29895
5493,97963/AL,97963
5494,48765/2019,48765
5495,93250/AL,93250
5496,95666/AL,95666
5497,nan,
5499,nan,
5500,nan,
5501,nan,
5502,nan,
5503,94601/AL,94601
5504,95135/AL,95135
5506,100362/AL,100362
5507,91551/AL,91551
5508,91551/AL,91551
5513,91570/AL,91570
5514,5366/AL,5366
5515,nan,
5516,93855/AL,93855
5517,91551/AL,91551
5518,96553/AL,96553
5519,99427/AL,99427
5521,89947/AL,89947
5522,98267/AL,98267
5525,98093/AL.,98093
5526,31950/AL,31950
5527,31616/al,31616
5528,97543/AL,97543
5529,132709/AL,132709
5530,109349/AL,109349
5531,95833/AL,95833
5532,109374/AL,109374
5533,nan,
5534,100747/AL,100747
5535,93854/AL,93854
5538,48299/AL,48299
5539,37181/AL,37181
5540,102911/AL,102911
5541,45680/AL,45680
5542,101064/AL,101064
5543,24012/18/CMP,24012
5545,97604/AL,97604
5547,97026/AL,97026
5548,119851/AL,119851
5551,24012/18/CMP,24012
5552,24012/18/CMP,24012
5553,98262/AL,98262
5555,95136/AL,95136
5557,nan,
5558,96313/AL,96313
5560,98372/AL,98372
5562,98061/AL,98061
5563,98426/AL,98426
5564,99309/AL,99309
5565,98396/AL,98396
5566,nan,
5567,121006/AL,121006
5568,98176/AL,98176
5570,nan,
5574,99300/AL,99300
5578,01072019/168,01072019
5579,586,586
5581,586,586
5583,586,586
5585,586,586
5586,98859/ A L,98859
5587,34550/AL,34550
5588,586,586
5590,586,586
5592,586,586
5594,93861/AL,93861
5596,82013/AL,82013
5597,82013/AL,82013
5602,102045/AL,102045
5609,119851/AL,119851
5610,99085/AL,99085
5611,106148/AL,106148
5612,nan,
5613,49721,49721
5614,49,49
5615,99169/AL,99169
5616,100665/AL,100665
5617,99157/AL,99157
5618,100666/AL,100666
5619,100665/AL ; 100666/AL,100665
5621,99952/AL,99952
5623,100672/AL,100672
5624,nan,
5625,95133/AL,95133
5626,101201/AL,101201
5627,95889/AL,95889
5628,89792/AL,89792
5630,95889/AL,95889
5631,97211/AL,97211
5632,95889/AL,95889
5633,nan,
5635,49448/2019,49448
5636,98352/AL,98352
5637,nan,
5638,98980/AL,98980
5639,66132/AL,66132
5640,6554,6554
5642,95627/AL,95627
5646,6554,6554
5649,6554,6554
5650,114364/AL,114364
5651,6554,6554
5652,nan,
5653,Exempt,
5654,102017/AL,102017
5655,100596/AL,100596
5657,99167/AL,99167
5658,99162/AL,99162
5659,48323AL,48323
5660,96402/AL,96402
5661,nan,
5664,50083/AL,50083
5666,98668/AL,98668
5668,116766/AL,116766
5670,55451/AL,55451
5677,95889/AL,95889
5678,100956/AL,100956
5679,89226/AL,89226
5681,127770/AL,127770
5684,67574/AL,67574
5686,Exempt,
5687,101723/AL,101723
5688,89233/AL,89233
5689,95889/AL,95889
5690,90735/AL,90735
5692,52905/AL,52905
5693,90736/AL,90736
5695,nan,
5696,90781/AL,90781
5697,101532/AL,101532
5698,100945/AL,100945
5699,76301/AL,76301
5700,87728/AL,87728
5701,74661/AL,74661
5703,98175/AL,98175
5704,62957/AL,62957
5709,100506/AL,100506
5711,nan,
5713,101207/AL,101207
5715,100381/AL,100381
5718,100381/AL,100381
5722,100381/AL,100381
5724,100966/AL,100966
5726,nan,
5727,85862/AL,85862
5728,90958/AL,90958
5729,97421/AL,97421
5730,100381/AL,100381
5731,nan,
5732,96318/AL,96318
5734,49,49
5735,88852/AL,88852
5737,49,49
5738,87107/AL,87107
5739,97505/AL,97505
5740,100381/AL,100381
5741,96251/AL,96251
5743,87281/AL,87281
5744,100745/AL,100745
5745,101192/Al,101192
5746,95628/AL,95628
5748,38443/AL,38443
5749,87284/AL,87284
5750,101524/AL,101524
5751,87258/AL,87258
5752,87260/AL,87260
5753,1479,1479
5754,100907/AL,100907
5755,1479,1479
5756,1479,1479
5757,1479,1479
5758,1479,1479
5759,1479,1479
5760,100886/AL,100886
5761,1479,1479
5762,1479,1479
5763,1479,1479
5764,100873/AL,100873
5765,100880/AL,100880
5766,1479,1479
5767,1479,1479
5768,100906/AL,100906
5769,1479,1479
5770,1479,1479
5771,1479,1479
5772,1479,1479
5773,1479,1479
5774,Exempt,
5775,100908/AL,100908
5777,66409/AL,66409
5778,77201/AL,77201
5779,101159/AL,101159
5780,99166/AL,99166
5781,96036/AL,96036
5782,109366/AL,109366
5783,95061/AL,95061
5787,80437/AL,80437
5789,92256/AL,92256
5791,nan,
5792,75821/AL,75821
5793,95627/AL,95627
5795,83932/AL,83932
5796,96035/AL,96035
5798,96038/AL,96038
5799,101502/AL,101502
5802,80560/AL,80560
5805,96022/AL,96022
5810,101205/AL,101205
5811,100674/AL,100674
5812,101419/AL,101419
5813,96040/AL,96040
5814,101048/AL,101048
5815,96039/AL,96039
5818,101377/AL,101377
5820,101101/AL,101101
5821,100952/AL,100952
5822,114278/AL,114278
5823,101444/AL,101444
5824,79802/AL,79802
5825,nan,
5826,109368/AL,109368
5827,79799/AL,79799
5829,99947/AL,99947
5830,100381/AL,100381
5831,101624/AL,101624
5832,96877/AL,96877
5833,109376/AL,109376
5834,102592/AL,102592
5835,97641/AL,97641
5836,101545/AL,101545
5837,101623/AL,101623
5840,100939/AL,100939
5843,100939/AL,100939
5846,114257/AL,114257
5847,22983/AL,22983
5848,98009/AL,98009
5849,3856/AL,3856
5850,3856/AL,3856
5851,101056/AL,101056
5853,3856/AL,3856
5855,101529/AL,101529
5856,101189/AL,101189
5858,100381/AL,100381
5859,101191/AL,101191
5867,100869/AL,100869
5870,101682/AL.,101682
5872,100882/AL,100882
5873,101187/AL,101187
5874,100670/AL,100670
5875,6611/AL,6611
5876,91517/AL,91517
5878,100668/AL,100668
5879,100668/AL,100668
5880,58604/2019,58604
5881,95890/AL,95890
5882,133238/AL,133238
5884,134694/AL,134694
5885,102882/AL,102882
5886,Exempt,
5887,102794/AL,102794
5888,nan,
5889,nan,
5891,100750/AL,100750
5892,101105/AL,101105
5895,101706/AL,101706
5896,116810/AL,116810
5897,100667/AL,100667
5899,87043/AL,87043
5900,101871/AL,101871
5904,101924/AL,101924
5905,101217/AL,101217
5906,39999/AL,39999
5908,57440/AL,57440
5909,Exempt,
5910,"97898/AL,97899/AL",97898
5913,101497/AL,101497
5914,110151/AL,110151
5916,110151/AL,110151
5917,110151/AL,110151
5918,98784/AL,98784
5921,Exempt,
5923,7980/RN,7980
5925,7980/RN,7980
5927,47782/AL,47782
5928,103111/AL,103111
5930,102882/AL,102882
5931,110151/AL,110151
5932,101508/AL,101508
5933,101258/AL,101258
5934,50867/AL,50867
5935,110151/AL,110151
5936,Exempt,
5937,101084/AL,101084
5940,102882/AL,102882
5941,110151/AL,110151
5942,101179/AL,101179
5944,110151/AL,110151
5945,110151/AL,110151
5947,61913/AL,61913
5950,102726/AL,102726
5954,103957/AL,103957
5958,97898/AL,97898
5959,86311/AL,86311
5960,122168/AL,122168
5961,122167/AL,122167
5963,101884/AL,101884
5964,102289/AL,102289
5965,100939/AL,100939
5966,82199/AL,82199
5967,102288/AL,102288
5968,nan,
5969,94264/AL,94264
5971,nan,
5972,91619/AL,91619
5974,nan,
5975,nan,
5977,95929/AL,95929
5980,102888/AL,102888
5982,116571/AL,116571
5986,97899/AL,97899
5988,50551/AL,50551
5989,101206/AL,101206
5990,50551/AL,50551
5991,102054/AL,102054
5993,Exempt,
5994,102884/AL,102884
5997,101232/AL,101232
5998,100669/AL,100669
5999,Exempt,
6000,876,876
6001,100669/AL,100669
6002,111262/AL,111262
6003,102745/AL,102745
6004,102745/AL,102745
6006,102745/AL,102745
6008,102745/AL,102745
6009,102745/AL,102745
6010,56853/AL,56853
6011,102225/AL,102225
6013,101063/AL,101063
6015,104533/AL,104533
6016,106060/AL,106060
6017,111264/AL,111264
6018,100664/AL,100664
6020,nan,
6023,91535/AL,91535
6024,103479/AL,103479
6025,nan,
6026,95062/AL,95062
6027,88852/AL,88852
6028,101060/AL,101060
6029,nan,
6030,100673/AL,100673
6031,5406/AL,5406
6032,nan,
6034,102043/AL,102043
6036,101901/AL,101901
6037,95928/AL,95928
6038,105840/AL,105840
6041,105841/AL,105841
6042,101962/AL,101962
6044,100743/AL,100743
6045,105842/AL,105842
6051,138345/AL,138345
6052,nan,
6053,102886/AL,102886
6054,103914/AL,103914
6056,38825/AL,38825
6057,101680/AL,101680
6058,95928/AL,95928
6059,95973/AL,95973
6060,103321/AL,103321
6062,107626/AL,107626
6063,nan,
6066,103109/AL,103109
6067,104409/AL,104409
6068,111265/AL,111265
6069,nan,
6070,6554,6554
6071,84684/AL,84684
6074,98667/AL,98667
6076,Exempt,
6079,110281/AL,110281
6080,106778/AL,106778
6081,103666/AL,103666
6083,103762/AL,103762
6085,115138/AL,115138
6087,115139/AL,115139
6088,96399/AL,96399
6089,62246/AL,62246
6090,102172/AL,102172
6091,60618/AL,60618
6092,101959/AL,101959
6094,103839/AL,103839
6095,AL/5406,5406
6096,98427/AL,98427
6097,95288/AL,95288
6099,98422/AL,98422
6100,104056/AL,104056
6101,Exempt,
6103,103598/AL,103598
6105,90443/AL,90443
6106,97135/AL,97135
6108,115138/AL,115138
6111,100120/AL,100120
6112,103799/AL,103799
6114,105839/AL,105839
6115,104180/AL,104180
6116,110282/AL,110282
6117,111221/AL,111221
6119,111222/AL,111222
6120,111224/AL,111224
6121,111223/AL,111223
6122,111193/AL,111193
6123,nan,
6124,74996/AL,74996
6125,110283/AL,110283
6126,Exempt,
6127,71666/AL,71666
6128,95673/AL,95673
6129,71667/AL,71667
6130,71672/AL,71672
6131,104229/AL,104229
6132,71676/AL,71676
6133,71680/AL,71680
6135,71678/AL,71678
6136,102748/AL,102748
6138,79801/AL,79801
6140,104529/AL,104529
6141,70369/AL,70369
6142,2438ASL,2438
6144,111263/AL,111263
6145,Exempt,
6146,95967/AL,95967
6147,105433/AL,105433
6148,95971/AL,95971
6152,101893/AL,101893
6153,102506/AL,102506
6155,86281/AL,86281
6156,96588/AL,96588
6157,50202/AL,50202
6158,105436/AL,105436
6159,59185/AL,59185
6160,101501/AL,101501
6161,105437/AL,105437
6162,102796/AL,102796
6163,104654/AL,104654
6164,102795/AL,102795
6165,101727/AL,101727
6167,74530/AL,74530
6168,104001/AL,104001
6169,"67989/AL, 91181/AL, 93697/AL, 93698/AL, 91182/AL, 91183/AL, 91184/AL",67989
6170,103530/AL,103530
6171,"67989, 91181, 93697, 93698, 91182, 91183, 91184/AL",67989
6172,97419/AL,97419
6173,101729/AL,101729
6174,103267/AL,103267
6178,Exempt,
6179,Exempt,
6180,104660/AL,104660
6181,101731/AL,101731
6182,77370/AL,77370
6183,101735/AL,101735
6185,101737/AL,101737
6186,101738/AL,101738
6187,101742/AL,101742
6188,104055/AL,104055
6189,754078/AL,754078
6190,101733/AL,101733
6191,101741/AL,101741
6193,88899/AL,88899
6194,88421/AL,88421
6195,90862/AL,90862
6196,23304/AL,23304
6198,114596/AL,114596
6200,111220/AL,111220
6201,nan,
6203,72982/AL,72982
6204,77126/AL,77126
6205,110307/AL,110307
6207,99308/AL,99308
6208,Exempt,
6209,51619/AL,51619
6210,70922/AL,70922
6211,105553/AL,105553
6212,104182/AL,104182
6214,48334/al,48334
6215,"67989, 91181, 93697, 93698, 91182, 91183, 91184/AL",67989
6218,48662/al,48662
6221,104227/AL,104227
6222,101761/AL,101761
6223,48532/al,48532
6224,101375AL,101375
6225,48661/al,48661
6226,48662/al,48662
6228,145238/AL,145238
6229,101059/AL,101059
6231,111173/AL,111173
6233,43976/AL,43976
6234,43985/AL,43985
6237,81625/AL,81625
6238,104921/AL,104921
6240,Exempt,
6241,101964,101964
6242,105125/AL,105125
6244,105691/AL,105691
6245,95835/AL,95835
6247,100763/AL,100763
6248,25365/AL,25365
6249,106306/AL,106306
6250,106153/AL,106153
6252,11663/AL,11663
6255,Exempt,
6256,103328/AL,103328
6257,4541/AL,4541
6259,102588/AL,102588
6260,105940/AL,105940
6261,98265/AL,98265
6262,105939/AL,105939
6263,91551/AL,91551
6264,Exempt,
6265,91551/AL,91551
6266,99423/AL,99423
6267,105303/AL,105303
6268,105757/AL,105757
6269,98095/AL,98095
6270,98096/AL,98096
6272,95836/AL,95836
6273,99159/AL,99159
6274,103599/AL,103599
6275,103599/AL,103599
6276,106145/AL,106145
6277,104653/AL,104653
6278,98097/AL,98097
6279,98098/AL,98098
6281,93462/AL,93462
6285,4541/AL,4541
6288,4541/AL,4541
6289,67916/AL,67916
6290,67916/AL,67916
6291,67916/AL,67916
6292,92731/AL,92731
6295,101478/AL,101478
6296,7135/AL,7135
6298,Exempt,
6299,103794/AL,103794
6300,106610/AL,106610
6301,106293/AL,106293
6302,113854/AL,113854
6303,106253/AL,106253
6308,98421/AL,98421
6310,102594/AL,102594
6314,106657/AL,106657
6315,nan,
6316,106230/AL,106230
6317,48533/al,48533
6318,Exempt,
6319,106204/AL,106204
6320,111927AL,111927
6323,111749/AL,111749
6324,104147/AL,104147
6325,101745/AL,101745
6326,100909/AL,100909
6327,101959/AL,101959
6328,nan,
6329,105643/AL,105643
6330,118957/AL,118957
6331,60093/AL,60093
6333,102014AL,102014
6334,89955/AL and 89956/AL,89955
6335,101746/AL,101746
6336,79713/AL,79713
6337,35879/AL,35879
6339,79707/AL,79707
6340,35902/AL,35902
6342,35894/AL,35894
6343,102328/AL,102328
6344,102328/AL,102328
6345,102328/AL,102328
6346,35887/AL,35887
6347,107321/AL,107321
6348,104578/AL,104578
6349,35883/AL,35883
6350,Exempt,
6351,105126/AL,105126
6352,104833/AL,104833
6354,101959/AL,101959
6356,93763/AL,93763
6359,nan,
6360,98062/AL,98062
6361,104832/AL,104832
6362,107255/AL,107255
6364,100761/AL,100761
6366,101747/AL,101747
6368,27530/AL,27530
6371,60345/AL,60345
6372,6790/AL,6790
6373,60344/AL,60344
6374,60348/AL,60348
6375,106473/AL,106473
6376,60348/AL,60348
6378,9140/AL,9140
6380,44242/AL,44242
6382,48389/AL,48389
6383,74708/AL,74708
6388,105754/AL,105754
6390,103306/AL,103306
6391,108893/AL,108893
6392,113487/AL,113487
6393,106133/AL,106133
6394,106134/AL,106134
6396,106135/AL,106135
6398,66307/AL,66307
6399,107496/AL,107496
6400,106136/AL,106136
6401,57429/AL,57429
6402,80137/AL,80137
6404,133853/AL,133853
6405,100367/AL,100367
6407,64158/AL,64158
6408,106434/AL,106434
6411,101086/AL,101086
6412,78889/AL,78889
6413,106433/AL,106433
6414,83709/AL,83709
6417,106432/AL,106432
6418,107228/AL,107228
6419,"106432/AL, 106433/AL, 106434/AL",106432
6420,105645/AL,105645
6421,106343/AL,106343
6422,77089/AL,77089
6424,64149/AL,64149
6425,105646/AL,105646
6426,64153/AL,64153
6427,109935/AL,109935
6429,101186/AL,101186
6431,106032/AL,106032
6433,93333/AL,93333
6434,42495/AL,42495
6435,nan,
6437,67989/AL,67989
6438,105646/AL,105646
6441,nan,
6442,nan,
6443,105336/AL,105336
6444,107418/AL,107418
6445,106431/al,106431
6446,108060/AL,108060
6448,133850/AL,133850
6450,1921/AL,1921
6451,78940/AL,78940
6453,101621/AL,101621
6455,101622/AL,101622
6456,101076/AL,101076
6457,nan,
6459,101078/AL,101078
6460,101080/AL,101080
6461,101081/AL,101081
6462,114492/AL,114492
6463,101085/AL,101085
6464,94464/AL,94464
6465,107419/AL,107419
6466,105557/AL,105557
6467,101082/AL,101082
6468,106302/AL,106302
6470,106303/AL,106303
6471,106304/AL,106304
6473,103323/AL,103323
6474,107544/AL,107544
6475,52783-AL,52783
6476,52787/AL,52787
6478,109248/AL,109248
6479,52787/AL,52787
6480,45637/AL,45637
6481,52788/AL,52788
6482,46896/AL,46896
6483,97142/AL,97142
6484,101053/AL,101053
6486,107309/AL,107309
6487,118467/AL,118467
6488,98410/AL,98410
6489,47782/AL,47782
6490,47782/AL,47782
6491,47782/AL,47782
6492,nan,
6493,nan,
6494,nan,
6495,109185/AL,109185
6496,107197/AL,107197
6498,107312/AL,107312
6500,52457/AL,52457
6503,109200/AL,109200
6504,114336/AL,114336
6505,nan,
6506,6389/AL,6389
6507,96405/AL,96405
6508,01072019/168,01072019
6509,6389,6389
6510,55201,55201
6511,01072019/168,01072019
6512,43787/AL,43787
6513,43787/AL,43787
6514,109111/al,109111
6515,43787/AL,43787
6517,58775/AL,58775
6519,98916/AL,98916
6520,108793/AL,108793
6521,58775/AL,58775
6522,58775/AL,58775
6523,108788/AL,108788
6527,108789/AL,108789
6529,107683/AL,107683
6530,81558/AL,81558
6533,81558/AL,81558
6535,103110/AL,103110
6536,109199/AL,109199
6537,105941/AL,105941
6538,58284/AL,58284
6539,108363/AL,108363
6540,72468/AL,72468
6541,72468/AL,72468
6542,41764/AL,41764
6543,72468/AL,72468
6545,72468/AL,72468
6546,109069/AL,109069
6547,105335/AL,105335
6548,77399/AL,77399
6550,109115/AL,109115
6551,109069/AL,109069
6552,41767/AL,41767
6553,36358/AL,36358
6554,109117/AL,109117
6555,109116/AL,109116
6560,107155/AL,107155
6561,108008/AL,108008
6562,109113/AL,109113
6564,Exempt,
6565,102055/AL,102055
6566,Exempt,
6570,112242/AL,112242
6572,110091/AL,110091
6573,91446/AL,91446
6574,108389/AL,108389
6576,91445/AL,91445
6577,102090/AL,102090
6580,37831/AL,37831
6582,37831/AL,37831
6583,37838/AL,37838
6585,100671/AL,100671
6586,37834/AL,37834
6587,53000/AL,53000
6588,37839/AL,37839
6589,81786/AL,81786
6590,37827/AL,37827
6597,124848/AL,124848
6600,89791/AL,89791
6602,nan,
6604,106250/AL,106250
6605,102586/AL,102586
6606,42767/AL,42767
6607,83539/AL,83539
6608,44817/AL,44817
6609,108790/AL,108790
6610,108791/AL,108791
6612,108792/AL,108792
6614,105644/AL,105644
6615,102044/AL,102044
6617,6686/AL,6686
6619,110365/AL,110365
6621,108574/AL,108574
6623,113896/AL,113896
6625,nan,
6626,57814/AL,57814
6627,Exempt,
6628,77233/AL,77233
6630,109802/AL,109802
6632,69675/AL,69675
6634,81558/AL,81558
6637,81558/AL,81558
6640,106252/AL,106252
6642,6686/AL,6686
6643,6686/AL,6686
6644,109718/AL,109718
6645,6686/AL,6686
6646,6686/AL,6686
6649,109976/AL,109976
6650,6686/AL,6686
6653,15557/AL,15557
6655,Exempt,
6656,15557/AL,15557
6657,55201,55201
6659,101197/AL,101197
6660,101198/AL.,101198
6661,103599/AL,103599
6662,95928/AL,95928
6663,118318/AL,118318
6664,118311/AL,118311
6667,106482/AL,106482
6668,108057/AL,108057
6669,15557/AL,15557
6671,15557/AL,15557
6672,107498/AL,107498
6673,108364/AL,108364
6674,108913/AL,108913
6675,22267/AL,22267
6676,90783/AL,90783
6677,nan,
6678,99312/AL,99312
6679,nan,
6680,108457/AL,108457
6681,82882/AL,82882
6682,Exempt,
6683,49728/AL,49728
6684,49728/AL,49728
6685,49728/AL,49728
6686,29335/AL,29335
6687,98748/AL,98748
6688,31512/AL,31512
6689,108234/AL,108234
6690,98780/AL,98780
6691,29335/AL,29335
6692,95746/AL,95746
6694,29335/AL,29335
6695,29335/AL,29335
6697,29335/AL,29335
6699,54002/AL,54002
6700,109650/AL,109650
6702,119128/AL,119128
6703,42495/AL,42495
6704,110130/AL,110130
6713,106252/AL,106252
6714,105477/AL,105477
6715,105205/AL,105205
6716,53190/AL,53190
6719,105206/AL,105206
6722,31508/AL,31508
6723,nan,
6725,31513/AL,31513
6727,Exempt,
6728,31509/AL,31509
6731,6815/AL,6815
6732,31515/AL,31515
6733,31516/AL,31516
6734,6815/AL,6815
6735,6815/AL,6815
6736,31514/AL,31514
6739,109621/AL,109621
6741,48328/AL,48328
6742,98349/AL,98349
6743,48526/AL,48526
6744,48327/AL,48327
6745,59473/AL,59473
6746,49945/AL,49945
6747,101165/AL,101165
6748,101162/AL,101162
6749,59474/AL,59474
6750,101171/AL,101171
6751,59478/AL,59478
6752,59475/AL,59475
6753,101175/AL,101175
6754,59477/AL,59477
6755,109701/AL,109701
6756,133955/AL,133955
6757,59479/AL,59479
6758,133955/AL,133955
6759,133955/AL,133955
6760,nan,
6761,72416/AL,72416
6762,nan,
6763,113898/AL,113898
6765,55201,55201
6776,46829/AL,46829
6777,78948/AL,78948
6779,100371/AL,100371
6781,100368/AL,100368
6782,104917/AL,104917
