id,geometry,novos_ET
Rua de Vera Cruz,"{'type': 'MultiLineString', 'coordinates': [[[-8.5912774, 41.1501632], [-8.5912461, 41.1502291]], [[-8.5912774, 41.1501632], [-8.5913083, 41.1498706], [-8.5913299, 41.1497399], [-8.591349, 41.1495024]], [[-8.5912461, 41.1502291], [-8.5912774, 41.1501632]], [[-8.591349, 41.1495024], [-8.5913662, 41.1492935], [-8.5913952, 41.1492375]], [[-8.591349, 41.1495024], [-8.5913299, 41.1497399], [-8.5913083, 41.1498706], [-8.5912774, 41.1501632]], [[-8.5913952, 41.1492375], [-8.5913662, 41.1492935], [-8.591349, 41.1495024]], [[-8.5913952, 41.1492375], [-8.5914136, 41.1491421], [-8.5914425, 41.1489146], [-8.5914643, 41.1487187], [-8.5914646, 41.1486965]], [[-8.5914646, 41.1486965], [-8.5914655, 41.1486158], [-8.5914643, 41.1485269], [-8.5914384, 41.1483212], [-8.5913973, 41.1481748], [-8.5913811, 41.1481292], [-8.5913689, 41.1481008], [-8.591351, 41.1480818], [-8.5913332, 41.1480657]]]}",0
Rua do Lourenço,"{'type': 'MultiLineString', 'coordinates': [[[-8.5906597, 41.1486591], [-8.5906823, 41.1487178], [-8.5906957, 41.1487884], [-8.5907536, 41.1490922], [-8.5907637, 41.1491576], [-8.5907904, 41.1493093], [-8.5908036, 41.1494387], [-8.5908048, 41.1494692], [-8.5908033, 41.1494956], [-8.5907548, 41.1497179], [-8.5906736, 41.1499904]]]}",0
Rua de Frei Heitor Pinto,"{'type': 'MultiLineString', 'coordinates': [[[-8.590479, 41.1481785], [-8.5900461, 41.1480568], [-8.5898651, 41.1480061], [-8.5898231, 41.1478812], [-8.5896541, 41.1474263], [-8.5895651, 41.1471318], [-8.5895404, 41.1470442]], [[-8.5895404, 41.1470442], [-8.5895651, 41.1471318], [-8.5896541, 41.1474263], [-8.5898231, 41.1478812], [-8.5898651, 41.1480061], [-8.5900461, 41.1480568], [-8.590479, 41.1481785]]]}",0
Rua da China,"{'type': 'MultiLineString', 'coordinates': [[[-8.5871385, 41.1428748], [-8.587334, 41.142651]], [[-8.5871385, 41.1428748], [-8.5869071, 41.1430832], [-8.5867886, 41.1431964], [-8.5867518, 41.1432619], [-8.5867, 41.1433363]], [[-8.5867, 41.1433363], [-8.5867518, 41.1432619], [-8.5867886, 41.1431964], [-8.5869071, 41.1430832], [-8.5871385, 41.1428748]], [[-8.5883229, 41.1416284], [-8.5881574, 41.1417547], [-8.587912, 41.141987], [-8.5877126, 41.1422106], [-8.587502, 41.1424713], [-8.587334, 41.142651]], [[-8.5883229, 41.1416284], [-8.5886644, 41.1413794], [-8.5888175, 41.1412833]], [[-8.5852326, 41.1467176], [-8.5856292, 41.1462173], [-8.5858101, 41.145909], [-8.5858421, 41.1457962], [-8.5858286, 41.1457464], [-8.5858525, 41.1456944], [-8.585989, 41.1455364], [-8.5861079, 41.145369], [-8.5862058, 41.1452642]], [[-8.587334, 41.142651], [-8.5871385, 41.1428748]], [[-8.587334, 41.142651], [-8.587502, 41.1424713], [-8.5877126, 41.1422106], [-8.587912, 41.141987], [-8.5881574, 41.1417547], [-8.5883229, 41.1416284]], [[-8.5887184, 41.1433723], [-8.5897954, 41.1426258]], [[-8.5887184, 41.1433723], [-8.5883885, 41.1435668], [-8.588071, 41.1437602], [-8.5879067, 41.1438804], [-8.5876554, 41.1440766], [-8.5875221, 41.1441201], [-8.5874127, 41.1442014], [-8.5873514, 41.144246], [-8.5872707, 41.1443096], [-8.5869044, 41.1446177], [-8.586752, 41.1447424], [-8.5865495, 41.1449204], [-8.5863201, 41.1451494]], [[-8.5899778, 41.1422517], [-8.5899556, 41.1422795], [-8.5899204, 41.1423058], [-8.5898879, 41.1423449], [-8.5898542, 41.1424123], [-8.5898232, 41.1424737], [-8.5897962, 41.1425497], [-8.5897885, 41.1425878], [-8.5897954, 41.1426258]], [[-8.5888175, 41.1412833], [-8.5886644, 41.1413794], [-8.5883229, 41.1416284]], [[-8.5897954, 41.1426258], [-8.5887184, 41.1433723]], [[-8.5897954, 41.1426258], [-8.5897885, 41.1425878], [-8.5897962, 41.1425497], [-8.5898232, 41.1424737], [-8.5898542, 41.1424123], [-8.5898879, 41.1423449], [-8.5899204, 41.1423058], [-8.5899556, 41.1422795], [-8.5899778, 41.1422517]], [[-8.5863201, 41.1451494], [-8.5862058, 41.1452642]], [[-8.5863201, 41.1451494], [-8.5865495, 41.1449204], [-8.586752, 41.1447424], [-8.5869044, 41.1446177], [-8.5872707, 41.1443096], [-8.5873514, 41.144246], [-8.5874127, 41.1442014], [-8.5875221, 41.1441201], [-8.5876554, 41.1440766], [-8.5879067, 41.1438804], [-8.588071, 41.1437602], [-8.5883885, 41.1435668], [-8.5887184, 41.1433723]], [[-8.5862058, 41.1452642], [-8.5863201, 41.1451494]], [[-8.5862058, 41.1452642], [-8.5861079, 41.145369], [-8.585989, 41.1455364], [-8.5858525, 41.1456944], [-8.5858286, 41.1457464], [-8.5858421, 41.1457962], [-8.5858101, 41.145909], [-8.5856292, 41.1462173], [-8.5852326, 41.1467176]]]}",0
Calçada do Rêgo Lameiro,"{'type': 'MultiLineString', 'coordinates': [[[-8.5871385, 41.1428748], [-8.587167, 41.1429906], [-8.5871751, 41.1430325], [-8.5871771, 41.1430728], [-8.5871761, 41.1431821], [-8.587171, 41.1432822], [-8.5871637, 41.143333], [-8.5871631, 41.1433583], [-8.5871707, 41.1433852], [-8.5871955, 41.1434328], [-8.5872247, 41.1434762], [-8.5872489, 41.1435158], [-8.5872701, 41.14356], [-8.5872759, 41.1436046], [-8.5872745, 41.1436477], [-8.587253, 41.1437123]], [[-8.587253, 41.1437123], [-8.5872745, 41.1436477], [-8.5872759, 41.1436046], [-8.5872701, 41.14356], [-8.5872489, 41.1435158], [-8.5872247, 41.1434762], [-8.5871955, 41.1434328], [-8.5871707, 41.1433852], [-8.5871631, 41.1433583], [-8.5871637, 41.143333], [-8.587171, 41.1432822], [-8.5871761, 41.1431821], [-8.5871771, 41.1430728], [-8.5871751, 41.1430325], [-8.587167, 41.1429906], [-8.5871385, 41.1428748]]]}",0
Travessa do Freixo,"{'type': 'MultiLineString', 'coordinates': [[[-8.5843119, 41.1463332], [-8.5844517, 41.1462152], [-8.5844878, 41.1461906], [-8.5845163, 41.1461842], [-8.5845494, 41.1461836], [-8.5845802, 41.1461885], [-8.584611, 41.1461964], [-8.5846503, 41.1462001], [-8.5846963, 41.1462013], [-8.5847328, 41.1461984], [-8.5847622, 41.1461877], [-8.584796, 41.1461728]], [[-8.584796, 41.1461728], [-8.5849422, 41.146067], [-8.5849934, 41.1460201], [-8.5850072, 41.1459995]], [[-8.5850072, 41.1459995], [-8.5850142, 41.145958], [-8.5850101, 41.145928]], [[-8.5855484, 41.1450353], [-8.5856071, 41.1450046], [-8.5856642, 41.1449636], [-8.5858156, 41.1448962], [-8.5860491, 41.1447859], [-8.5861703, 41.1447156], [-8.5862545, 41.144654], [-8.5863895, 41.1445365]], [[-8.5863895, 41.1445365], [-8.5865761, 41.1443411], [-8.5869482, 41.1441848], [-8.5870607, 41.1438863], [-8.5870897, 41.1438318], [-8.5871158, 41.1438032], [-8.587148, 41.1437761], [-8.587253, 41.1437123]], [[-8.587253, 41.1437123], [-8.587148, 41.1437761], [-8.5871158, 41.1438032], [-8.5870897, 41.1438318], [-8.5870607, 41.1438863], [-8.5869482, 41.1441848], [-8.5865761, 41.1443411], [-8.5863895, 41.1445365]], [[-8.5850101, 41.145928], [-8.585007, 41.1458029], [-8.5850004, 41.1457562], [-8.585005, 41.1457126], [-8.5850156, 41.1456768], [-8.5850525, 41.1455736], [-8.5850764, 41.1455273], [-8.5852759, 41.1453001], [-8.5854201, 41.1451326], [-8.5855082, 41.1450554], [-8.5855484, 41.1450353]]]}",0
Travessa da Presa da Agra,"{'type': 'MultiLineString', 'coordinates': [[[-8.5850072, 41.1459995], [-8.5850619, 41.1459559], [-8.5850868, 41.1459365], [-8.5851087, 41.1459094], [-8.5851692, 41.1458109], [-8.5852713, 41.1456291], [-8.5852859, 41.1456091], [-8.5853096, 41.1455903], [-8.5855416, 41.1455322], [-8.5855854, 41.1455221], [-8.5856598, 41.1454849], [-8.5857949, 41.1454101], [-8.5859337, 41.1453293], [-8.5861215, 41.1452468], [-8.5861477, 41.1452422], [-8.5861739, 41.1452449], [-8.5862058, 41.1452642]], [[-8.5862058, 41.1452642], [-8.5861739, 41.1452449], [-8.5861477, 41.1452422], [-8.5861215, 41.1452468], [-8.5859337, 41.1453293], [-8.5857949, 41.1454101], [-8.5856598, 41.1454849], [-8.5855854, 41.1455221], [-8.5855416, 41.1455322], [-8.5853096, 41.1455903], [-8.5852859, 41.1456091], [-8.5852713, 41.1456291], [-8.5851692, 41.1458109], [-8.5851087, 41.1459094], [-8.5850868, 41.1459365], [-8.5850619, 41.1459559], [-8.5850072, 41.1459995]]]}",0
Rua do Rêgo Lameiro,"{'type': 'MultiLineString', 'coordinates': [[[-8.5855484, 41.1450353], [-8.585547, 41.1450046], [-8.585555, 41.1449856], [-8.5855754, 41.144966], [-8.5861085, 41.1444061], [-8.5861323, 41.1443767], [-8.5861448, 41.1443425], [-8.5861444, 41.1443017]], [[-8.5860813, 41.1439101], [-8.5861444, 41.1443017]], [[-8.5869125, 41.1439688], [-8.5865915, 41.1442528], [-8.5864286, 41.1442694], [-8.5862147, 41.1442929], [-8.5861444, 41.1443017]], [[-8.5861444, 41.1443017], [-8.5860813, 41.1439101]], [[-8.5861444, 41.1443017], [-8.5861448, 41.1443425], [-8.5861323, 41.1443767], [-8.5861085, 41.1444061], [-8.5855754, 41.144966], [-8.585555, 41.1449856], [-8.585547, 41.1450046], [-8.5855484, 41.1450353]], [[-8.5861444, 41.1443017], [-8.5862147, 41.1442929], [-8.5864286, 41.1442694], [-8.5865915, 41.1442528], [-8.5869125, 41.1439688]]]}",0
Calçada do Rego Lameiro,"{'type': 'MultiLineString', 'coordinates': [[[-8.587253, 41.1437123], [-8.5872555, 41.1437445], [-8.5872712, 41.1437766], [-8.5873005, 41.1438815], [-8.5873298, 41.1439818], [-8.5872757, 41.1442638], [-8.5873138, 41.1443173], [-8.5874414, 41.1447439], [-8.5874776, 41.1448231], [-8.587585, 41.1450323], [-8.5876387, 41.1451191]], [[-8.5873477, 41.1456036], [-8.5874353, 41.1453604], [-8.5874653, 41.1452897], [-8.5874912, 41.1452634], [-8.5875451, 41.1452027], [-8.5876387, 41.1451191]], [[-8.5876387, 41.1451191], [-8.587585, 41.1450323], [-8.5874776, 41.1448231], [-8.5874414, 41.1447439], [-8.5873138, 41.1443173], [-8.5872757, 41.1442638], [-8.5873298, 41.1439818], [-8.5873005, 41.1438815], [-8.5872712, 41.1437766], [-8.5872555, 41.1437445], [-8.587253, 41.1437123]], [[-8.5876387, 41.1451191], [-8.5875451, 41.1452027], [-8.5874912, 41.1452634], [-8.5874653, 41.1452897], [-8.5874353, 41.1453604], [-8.5873477, 41.1456036]]]}",0
Calçada de Nova Sintra,"{'type': 'MultiLineString', 'coordinates': [[[-8.5875346, 41.1456673], [-8.5876024, 41.1455304], [-8.5876193, 41.1455189], [-8.5876403, 41.1455166], [-8.5878798, 41.1454824], [-8.5884662, 41.1454055], [-8.5888917, 41.1452866], [-8.5893442, 41.1451685], [-8.5894479, 41.1452593]], [[-8.5894479, 41.1452593], [-8.5893442, 41.1451685], [-8.5888917, 41.1452866], [-8.5884662, 41.1454055], [-8.5878798, 41.1454824], [-8.5876403, 41.1455166], [-8.5876193, 41.1455189], [-8.5876024, 41.1455304], [-8.5875346, 41.1456673]]]}",0
Travessa de Nova Sintra,"{'type': 'MultiLineString', 'coordinates': [[[-8.5894479, 41.1452593], [-8.5895342, 41.1451666], [-8.5896081, 41.1450848], [-8.5897272, 41.1450098], [-8.5899346, 41.1448768]], [[-8.5894479, 41.1452593], [-8.5893578, 41.1453752], [-8.5889005, 41.1458049], [-8.5887684, 41.1459215]], [[-8.5899346, 41.1448768], [-8.5897272, 41.1450098], [-8.5896081, 41.1450848], [-8.5895342, 41.1451666], [-8.5894479, 41.1452593]], [[-8.5875873, 41.1468101], [-8.5873219, 41.1469998], [-8.5871775, 41.1472267], [-8.5871437, 41.1472802]], [[-8.5879365, 41.1465606], [-8.5879117, 41.1465805], [-8.5875873, 41.1468101]], [[-8.5887684, 41.1459215], [-8.5887058, 41.1459823], [-8.5882016, 41.146465], [-8.5881893, 41.1464883], [-8.5881378, 41.1465595]], [[-8.5887684, 41.1459215], [-8.5889005, 41.1458049], [-8.5893578, 41.1453752], [-8.5894479, 41.1452593]]]}",0
Travessa da China,"{'type': 'MultiLineString', 'coordinates': [[[-8.5876387, 41.1451191], [-8.5877085, 41.145082], [-8.5878198, 41.1448383], [-8.5879513, 41.1446727], [-8.5880363, 41.1446069], [-8.5881074, 41.1445336], [-8.5881465, 41.14447], [-8.5881733, 41.1444367]], [[-8.5884522, 41.144249], [-8.588495, 41.1442428], [-8.5886306, 41.1442216], [-8.5887141, 41.1442015], [-8.5887832, 41.1441839], [-8.5888567, 41.1441555], [-8.5889193, 41.1441251], [-8.5890397, 41.1440596], [-8.5890853, 41.1440392], [-8.5891271, 41.1440201], [-8.5891669, 41.144009], [-8.5892035, 41.1440061], [-8.5892623, 41.1440118], [-8.589305, 41.1440298], [-8.5893754, 41.1440759], [-8.5894459, 41.1441303]], [[-8.5884522, 41.144249], [-8.5883788, 41.1443102], [-8.5882056, 41.1444114], [-8.5881733, 41.1444367]], [[-8.5894459, 41.1441303], [-8.5893754, 41.1440759], [-8.589305, 41.1440298], [-8.5892623, 41.1440118], [-8.5892035, 41.1440061], [-8.5891669, 41.144009], [-8.5891271, 41.1440201], [-8.5890853, 41.1440392], [-8.5890397, 41.1440596], [-8.5889193, 41.1441251], [-8.5888567, 41.1441555], [-8.5887832, 41.1441839], [-8.5887141, 41.1442015], [-8.5886306, 41.1442216], [-8.588495, 41.1442428], [-8.5884522, 41.144249]], [[-8.5881733, 41.1444367], [-8.5881465, 41.14447], [-8.5881074, 41.1445336], [-8.5880363, 41.1446069], [-8.5879513, 41.1446727], [-8.5878198, 41.1448383], [-8.5877085, 41.145082], [-8.5876387, 41.1451191]], [[-8.5881733, 41.1444367], [-8.5882056, 41.1444114], [-8.5883788, 41.1443102], [-8.5884522, 41.144249]]]}",0
Travessa Nova da China,"{'type': 'MultiLineString', 'coordinates': [[[-8.5884522, 41.144249], [-8.588462, 41.1442285], [-8.588585, 41.1440706], [-8.5886654, 41.1439665], [-8.5887776, 41.1437761], [-8.5888578, 41.143511], [-8.5887184, 41.1433723]], [[-8.5887184, 41.1433723], [-8.5888578, 41.143511], [-8.5887776, 41.1437761], [-8.5886654, 41.1439665], [-8.588585, 41.1440706], [-8.588462, 41.1442285], [-8.5884522, 41.144249]]]}",0
Rua da Presa Velha,"{'type': 'MultiLineString', 'coordinates': [[[-8.5872325, 41.145625], [-8.5869218, 41.1457852]], [[-8.5869218, 41.1457852], [-8.5872325, 41.145625]], [[-8.5869218, 41.1457852], [-8.5862514, 41.1461389], [-8.586177, 41.1462779], [-8.5860902, 41.1464564], [-8.5860603, 41.146603], [-8.5860638, 41.1467596], [-8.5859271, 41.1469329]]]}",0
Rua Particular de Novais da Cunha,"{'type': 'MultiLineString', 'coordinates': [[[-8.5875873, 41.1468101], [-8.5871408, 41.1464368], [-8.5871094, 41.1464256], [-8.5870694, 41.1464269], [-8.5869988, 41.1464404], [-8.5869066, 41.146478], [-8.5868164, 41.1465371], [-8.5866453, 41.1466571]], [[-8.5866453, 41.1466571], [-8.5868164, 41.1465371], [-8.5869066, 41.146478], [-8.5869988, 41.1464404], [-8.5870694, 41.1464269], [-8.5871094, 41.1464256], [-8.5871408, 41.1464368], [-8.5875873, 41.1468101]]]}",0
Travessa da Formiga,"{'type': 'MultiLineString', 'coordinates': [[[-8.5888732, 41.1468475], [-8.5889668, 41.1467201], [-8.5889769, 41.1466699], [-8.5889706, 41.1466321], [-8.5889594, 41.1465682], [-8.5889632, 41.1465437], [-8.5889696, 41.1465273], [-8.5889781, 41.1465078], [-8.5889795, 41.1464908], [-8.5889768, 41.1464738], [-8.5889674, 41.1464389], [-8.5889493, 41.1463639], [-8.5889447, 41.1463487]], [[-8.5889447, 41.1463487], [-8.5888312, 41.1459728], [-8.5887684, 41.1459215]]]}",0
Travessa da Presa Velha,"{'type': 'MultiLineString', 'coordinates': [[[-8.5875479, 41.1460799], [-8.5875034, 41.146061], [-8.5872963, 41.1459112], [-8.5872404, 41.1458817], [-8.587162, 41.1458507], [-8.5870236, 41.1458072], [-8.5869697, 41.1457939], [-8.5869218, 41.1457852]], [[-8.5869218, 41.1457852], [-8.5869697, 41.1457939], [-8.5870236, 41.1458072], [-8.587162, 41.1458507], [-8.5872404, 41.1458817], [-8.5872963, 41.1459112], [-8.5875034, 41.146061], [-8.5875479, 41.1460799]]]}",0
Rua do Arco da Noeda,"{'type': 'MultiLineString', 'coordinates': [[[-8.5837655, 41.1461694], [-8.5837726, 41.1461919], [-8.5837775, 41.1462141], [-8.583813, 41.1463793], [-8.5838327, 41.146494], [-8.5838372, 41.1466126], [-8.5838461, 41.1467465], [-8.5838462, 41.1468338]], [[-8.5840027, 41.1474555], [-8.5838269, 41.147392], [-8.5837487, 41.147356], [-8.583734, 41.1473435], [-8.5837264, 41.1473284], [-8.5837418, 41.147221], [-8.5837919, 41.1470446], [-8.5838188, 41.1469643], [-8.5838462, 41.1468338]], [[-8.5838462, 41.1468338], [-8.5838188, 41.1469643], [-8.5837919, 41.1470446], [-8.5837418, 41.147221], [-8.5837264, 41.1473284], [-8.583734, 41.1473435], [-8.5837487, 41.147356], [-8.5838269, 41.147392], [-8.5840027, 41.1474555]], [[-8.5838462, 41.1468338], [-8.5838461, 41.1467465], [-8.5838372, 41.1466126], [-8.5838327, 41.146494], [-8.583813, 41.1463793], [-8.5837775, 41.1462141], [-8.5837726, 41.1461919], [-8.5837655, 41.1461694]]]}",0
Largo de Noeda,"{'type': 'MultiLineString', 'coordinates': [[[-8.5829996, 41.1464791], [-8.5829979, 41.1465284], [-8.5829821, 41.146565], [-8.582936, 41.1466035], [-8.5828947, 41.1466446], [-8.5828479, 41.1466842], [-8.5828124, 41.1467262], [-8.5827795, 41.1467706], [-8.5827557, 41.1468426], [-8.5827275, 41.1471073]], [[-8.5827275, 41.1471073], [-8.5827557, 41.1468426], [-8.5827795, 41.1467706], [-8.5828124, 41.1467262], [-8.5828479, 41.1466842], [-8.5828947, 41.1466446], [-8.582936, 41.1466035], [-8.5829821, 41.146565], [-8.5829979, 41.1465284], [-8.5829996, 41.1464791]]]}",0
Rua do Pêgo Negro,"{'type': 'MultiLineString', 'coordinates': [[[-8.5594262, 41.1555191], [-8.5595316, 41.1555073], [-8.5596102, 41.1555238], [-8.5603465, 41.1561446], [-8.560474, 41.1561776], [-8.5607445, 41.1562003], [-8.5616176, 41.1565823]], [[-8.5621701, 41.157504], [-8.5623184, 41.1575609]], [[-8.5616176, 41.1565823], [-8.5607445, 41.1562003], [-8.560474, 41.1561776], [-8.5603465, 41.1561446], [-8.5596102, 41.1555238], [-8.5595316, 41.1555073], [-8.5594262, 41.1555191]], [[-8.5666105, 41.1602282], [-8.5665311, 41.1602414], [-8.5665127, 41.1602492], [-8.5664984, 41.1602602], [-8.5664779, 41.1602959], [-8.5663812, 41.1604835], [-8.5663445, 41.1605294]], [[-8.5663445, 41.1605294], [-8.5663812, 41.1604835], [-8.5664779, 41.1602959], [-8.5664984, 41.1602602], [-8.5665127, 41.1602492], [-8.5665311, 41.1602414], [-8.5666105, 41.1602282]], [[-8.5663445, 41.1605294], [-8.5662676, 41.16047], [-8.5660853, 41.1603741], [-8.5659606, 41.1603125], [-8.5659042, 41.1603077], [-8.5658612, 41.1603069]], [[-8.5656644, 41.1602307], [-8.5656445, 41.1601922], [-8.5656399, 41.1601473], [-8.5656936, 41.1600452]], [[-8.5656644, 41.1602307], [-8.5657192, 41.1602659], [-8.5657778, 41.1602918], [-8.5658612, 41.1603069]], [[-8.5641505, 41.1601493], [-8.5641385, 41.1601379], [-8.5641402, 41.1601197], [-8.564152, 41.1601014], [-8.5642943, 41.1599178]], [[-8.5641505, 41.1601493], [-8.5641736, 41.160146], [-8.5641886, 41.1601382], [-8.5642956, 41.1600727]], [[-8.5642943, 41.1599178], [-8.5643368, 41.1598515], [-8.5643486, 41.1598193], [-8.5643591, 41.1597892], [-8.5643747, 41.1596874], [-8.5643714, 41.1596139], [-8.5643482, 41.1594596], [-8.5643239, 41.1591904], [-8.5642792, 41.1588802]], [[-8.5642943, 41.1599178], [-8.564152, 41.1601014], [-8.5641402, 41.1601197], [-8.5641385, 41.1601379], [-8.5641505, 41.1601493]], [[-8.5642792, 41.1588802], [-8.5642361, 41.1588095]], [[-8.5642792, 41.1588802], [-8.5643239, 41.1591904], [-8.5643482, 41.1594596], [-8.5643714, 41.1596139], [-8.5643747, 41.1596874], [-8.5643591, 41.1597892], [-8.5643486, 41.1598193], [-8.5643368, 41.1598515], [-8.5642943, 41.1599178]], [[-8.5623184, 41.1575609], [-8.5621701, 41.157504]], [[-8.5623184, 41.1575609], [-8.5623863, 41.1576348], [-8.5624836, 41.1577754], [-8.5625743, 41.1578957], [-8.5626436, 41.1580119], [-8.562693, 41.1580898], [-8.5627531, 41.1581526], [-8.5628847, 41.1582528], [-8.5630264, 41.1583307], [-8.5630946, 41.1583646], [-8.5631681, 41.1583965], [-8.5634202, 41.1584425], [-8.5638958, 41.1585404], [-8.564217, 41.1587638], [-8.5642361, 41.1588095]], [[-8.5642361, 41.1588095], [-8.5642792, 41.1588802]], [[-8.5642361, 41.1588095], [-8.564217, 41.1587638], [-8.5638958, 41.1585404], [-8.5634202, 41.1584425], [-8.5631681, 41.1583965], [-8.5630946, 41.1583646], [-8.5630264, 41.1583307], [-8.5628847, 41.1582528], [-8.5627531, 41.1581526], [-8.562693, 41.1580898], [-8.5626436, 41.1580119], [-8.5625743, 41.1578957], [-8.5624836, 41.1577754], [-8.5623863, 41.1576348], [-8.5623184, 41.1575609]], [[-8.5658612, 41.1603069], [-8.5657778, 41.1602918], [-8.5657192, 41.1602659], [-8.5656644, 41.1602307]], [[-8.5658612, 41.1603069], [-8.5659042, 41.1603077], [-8.5659606, 41.1603125], [-8.5660853, 41.1603741], [-8.5662676, 41.16047], [-8.5663445, 41.1605294]], [[-8.5642956, 41.1600727], [-8.5644074, 41.1600198]], [[-8.5642956, 41.1600727], [-8.5641886, 41.1601382], [-8.5641736, 41.160146], [-8.5641505, 41.1601493]], [[-8.5656936, 41.1600452], [-8.5657253, 41.1599851], [-8.5657177, 41.1599469], [-8.5657072, 41.1599267], [-8.5656887, 41.1599086], [-8.5656661, 41.1598907], [-8.5656328, 41.1598789], [-8.565568, 41.1598731], [-8.565396, 41.1599117], [-8.5650789, 41.1600249], [-8.5650135, 41.1600393], [-8.5649564, 41.1600372], [-8.5648913, 41.160023], [-8.5648111, 41.1599917]], [[-8.5656936, 41.1600452], [-8.5656399, 41.1601473], [-8.5656445, 41.1601922], [-8.5656644, 41.1602307]], [[-8.5648111, 41.1599917], [-8.5647685, 41.159975], [-8.5646276, 41.1599331], [-8.5646007, 41.1599323], [-8.564572, 41.1599396], [-8.5644823, 41.1599843], [-8.5644074, 41.1600198]], [[-8.5648111, 41.1599917], [-8.5648913, 41.160023], [-8.5649564, 41.1600372], [-8.5650135, 41.1600393], [-8.5650789, 41.1600249], [-8.565396, 41.1599117], [-8.565568, 41.1598731], [-8.5656328, 41.1598789], [-8.5656661, 41.1598907], [-8.5656887, 41.1599086], [-8.5657072, 41.1599267], [-8.5657177, 41.1599469], [-8.5657253, 41.1599851], [-8.5656936, 41.1600452]], [[-8.5644074, 41.1600198], [-8.5642956, 41.1600727]], [[-8.5644074, 41.1600198], [-8.5644823, 41.1599843], [-8.564572, 41.1599396], [-8.5646007, 41.1599323], [-8.5646276, 41.1599331], [-8.5647685, 41.159975], [-8.5648111, 41.1599917]]]}",0
Travessa das Águas Férreas de Campanhã,"{'type': 'MultiLineString', 'coordinates': [[[-8.5594262, 41.1555191], [-8.5592948, 41.1555386], [-8.558921, 41.15584], [-8.5587255, 41.1557348], [-8.5585207, 41.1556145], [-8.5583237, 41.1554534], [-8.5578754, 41.1549453], [-8.557607, 41.1546322], [-8.5573852, 41.154144], [-8.5572192, 41.1537247], [-8.557195, 41.1536856], [-8.5571557, 41.153658], [-8.5569533, 41.1536763], [-8.5567367, 41.1537181], [-8.5564795, 41.1537493], [-8.5562107, 41.1537874], [-8.5559592, 41.1538317]], [[-8.5559592, 41.1538317], [-8.5562107, 41.1537874], [-8.5564795, 41.1537493], [-8.5567367, 41.1537181], [-8.5569533, 41.1536763], [-8.5571557, 41.153658], [-8.557195, 41.1536856], [-8.5572192, 41.1537247], [-8.5573852, 41.154144], [-8.557607, 41.1546322], [-8.5578754, 41.1549453], [-8.5583237, 41.1554534], [-8.5585207, 41.1556145], [-8.5587255, 41.1557348], [-8.558921, 41.15584], [-8.5592948, 41.1555386], [-8.5594262, 41.1555191]]]}",0
Rua das Areias,"{'type': 'MultiLineString', 'coordinates': [[[-8.5594262, 41.1555191], [-8.5595676, 41.1553313], [-8.5596296, 41.155271]], [[-8.5645836, 41.151569], [-8.5644688, 41.1516238], [-8.5644164, 41.1516514]], [[-8.5644164, 41.1516514], [-8.5644688, 41.1516238], [-8.5645836, 41.151569]], [[-8.5644164, 41.1516514], [-8.5642702, 41.1517301], [-8.5640754, 41.1518041]], [[-8.5640754, 41.1518041], [-8.5642702, 41.1517301], [-8.5644164, 41.1516514]], [[-8.5640754, 41.1518041], [-8.5639929, 41.1518735], [-8.5638886, 41.1519695], [-8.5635277, 41.1522694]], [[-8.5635277, 41.1522694], [-8.5635023, 41.1522977]], [[-8.5635277, 41.1522694], [-8.5638886, 41.1519695], [-8.5639929, 41.1518735], [-8.5640754, 41.1518041]], [[-8.5635023, 41.1522977], [-8.5635277, 41.1522694]], [[-8.5635023, 41.1522977], [-8.5630107, 41.1527078], [-8.5627654, 41.1529377]], [[-8.5627654, 41.1529377], [-8.5630107, 41.1527078], [-8.5635023, 41.1522977]], [[-8.5627654, 41.1529377], [-8.5627345, 41.1529659], [-8.5624738, 41.1531574], [-8.5620503, 41.1534681], [-8.5614184, 41.1537908], [-8.5613152, 41.1538495]], [[-8.5610028, 41.1540307], [-8.5608428, 41.1541344]], [[-8.5610028, 41.1540307], [-8.5611723, 41.1539307], [-8.5613152, 41.1538495]], [[-8.5613152, 41.1538495], [-8.5614184, 41.1537908], [-8.5620503, 41.1534681], [-8.5624738, 41.1531574], [-8.5627345, 41.1529659], [-8.5627654, 41.1529377]], [[-8.5613152, 41.1538495], [-8.5611723, 41.1539307], [-8.5610028, 41.1540307]], [[-8.5608428, 41.1541344], [-8.5610028, 41.1540307]], [[-8.5608428, 41.1541344], [-8.5607028, 41.1542252], [-8.5596296, 41.155271]], [[-8.5596296, 41.155271], [-8.5607028, 41.1542252], [-8.5608428, 41.1541344]], [[-8.5596296, 41.155271], [-8.5595676, 41.1553313], [-8.5594262, 41.1555191]]]}",0
