,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area,geometry,ALs,pressao,Freguesia
1371,177789,13120300206,13,1312,131203,131203002,002,06,00206,13120300206,1,11,11A,6.0,0.0,6.0,6.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,91.0,91.0,73.0,18.0,1.0,46.0,57.0,15.0,73.0,25.0,48.0,64.0,46.0,225.0,103.0,122.0,56.0,33.0,113.0,23.0,400.078218040421,10682.4488474696,"MULTIPOLYGON (((-8.568032984381517 41.15949863519636, -8.56773909994128 41.15922609595275, -8.568004880238803 41.15865682276621, -8.56807010948827 41.15865162407709, -8.568307863524335 41.15865237293776, -8.56847561001711 41.15864182434521, -8.568603733272365 41.15863143522602, -8.568653557812768 41.158635298798835, -8.56867218837573 41.158640387845125, -8.568758046138969 41.15870613348547, -8.56934177857392 41.15921867151138, -8.56886032934445 41.15953105209096, -8.568390703759102 41.1598304025943, -8.568032984381517 41.15949863519636)))",0.0,0.0,Campanhã
1372,177790,13120300603,13,1312,131203,131203006,006,03,00603,13120300603,1,11,11A,8.0,7.0,1.0,8.0,6.0,2.0,5.0,3.0,0.0,0.0,0.0,5.0,14.0,14.0,9.0,5.0,1.0,0.0,3.0,5.0,9.0,6.0,3.0,7.0,2.0,21.0,10.0,11.0,1.0,2.0,9.0,9.0,303.932865586341,2602.37085634853,"MULTIPOLYGON (((-8.579263045010167 41.15930547179346, -8.579398587510472 41.15925811689642, -8.580060076736485 41.15927367421484, -8.580645575844061 41.15935862958051, -8.58013422234375 41.159381407159195, -8.579797228699954 41.159500505786355, -8.57938362183226 41.15970651941045, -8.579263447876347 41.15980322882335, -8.579263045010167 41.15930547179346)))",0.0,0.0,Campanhã
1373,177791,13120300809,13,1312,131203,131203008,008,09,00809,13120300809,1,11,11A,25.0,14.0,11.0,25.0,15.0,10.0,8.0,12.0,2.0,3.0,0.0,7.0,75.0,75.0,57.0,18.0,4.0,12.0,31.0,21.0,57.0,40.0,17.0,35.0,15.0,118.0,58.0,60.0,9.0,14.0,69.0,26.0,359.133535685416,7529.93541089953,"MULTIPOLYGON (((-8.591658206320542 41.15957505491167, -8.591541331688155 41.158890668395735, -8.591712819797738 41.1588994574344, -8.591904215955424 41.158927111171124, -8.591990351693482 41.15898833708138, -8.592950657904279 41.15926522692397, -8.59294088547955 41.15928171777848, -8.592938162609888 41.159286256033845, -8.592602688940646 41.15984544734227, -8.591658206320542 41.15957505491167)))",2.0,0.03508771929824561,Campanhã
1374,177792,13120301213,13,1312,131203,131203012,012,13,01213,13120301213,1,11,11A,59.0,59.0,0.0,58.0,33.0,26.0,2.0,9.0,40.0,8.0,0.0,11.0,67.0,67.0,60.0,7.0,9.0,51.0,49.0,7.0,60.0,29.0,31.0,53.0,20.0,162.0,79.0,83.0,21.0,10.0,84.0,47.0,1786.20500436633,137150.85403476,"MULTIPOLYGON (((-8.553250770696874 41.15886260211541, -8.552613455058333 41.1582070857138, -8.553157937885212 41.15817240664607, -8.553947994097951 41.158141685910316, -8.554404224431638 41.158110746805896, -8.554457497374575 41.15787301886364, -8.554480614016159 41.15765179363636, -8.554684795362789 41.15748202937462, -8.55485172691776 41.15731843945874, -8.55474530400689 41.15712839413041, -8.554649180077565 41.15694560003399, -8.554673296101816 41.156694740438645, -8.554673252306394 41.156410837716486, -8.554634269299287 41.15614733998923, -8.554504972206807 41.15586390655958, -8.55442053455515 41.15555384329008, -8.554344133799269 41.15525221284815, -8.554335866428485 41.15513823348339, -8.554331329643171 41.15507568598234, -8.554331717280068 41.155075755699286, -8.555075032652406 41.15520932603385, -8.55610163795129 41.15538651864888, -8.556715606212897 41.155521831911564, -8.557137714402485 41.155614404996356, -8.557684687328655 41.15575719018427, -8.558184077879135 41.155950841102275, -8.558734432169066 41.15614371445958, -8.55869058390958 41.15619736145361, -8.558673378172648 41.15622537814798, -8.55863661227355 41.15628524617771, -8.558511513413112 41.156488952792074, -8.558548256971868 41.15677218238759, -8.558547921984822 41.15703213578399, -8.558306710855453 41.15738504360916, -8.55817463469979 41.15757827740021, -8.557985797231161 41.157817320269565, -8.557713066255571 41.158070358718604, -8.557666040901667 41.158094482736196, -8.557076689898683 41.15839461473981, -8.55692326915157 41.15847288870621, -8.55599031668729 41.15892033397455, -8.555355544886021 41.159218370099225, -8.555060130176406 41.15941369723959, -8.554943758121857 41.15949064156271, -8.554735634831987 41.15962305169683, -8.554504820793088 41.15971061364865, -8.554136949136932 41.15982784578863, -8.553379251075151 41.16005789437639, -8.553250770696874 41.15886260211541)))",0.0,0.0,Campanhã
1375,178000,13120301608,13,1312,131203,131203016,016,08,01608,13120301608,1,11,11A,4.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,363.843365707261,6680.38127793003,"MULTIPOLYGON (((-8.584561496566362 41.14695101016431, -8.584480432483554 41.14694406220949, -8.584399367226165 41.146937114202224, -8.584081383260516 41.14695910738826, -8.583844447377126 41.14684571798178, -8.583821466911076 41.14649453489982, -8.583753732905707 41.14615682543142, -8.584030614402106 41.14607881939817, -8.58430421118195 41.14632578062304, -8.58446966333913 41.14647512902014, -8.585117851520344 41.14667452746588, -8.58490161477711 41.14708876626666, -8.584561496566362 41.14695101016431)))",0.0,0.0,Campanhã
1376,178001,13121700106,13,1312,131217,131217001,001,06,00106,13121700106,1,11,11A,28.0,10.0,18.0,25.0,7.0,21.0,27.0,1.0,0.0,0.0,0.0,13.0,85.0,85.0,40.0,45.0,1.0,0.0,4.0,35.0,40.0,33.0,7.0,15.0,4.0,69.0,31.0,38.0,1.0,12.0,40.0,16.0,538.457595534506,12294.1264095024,"MULTIPOLYGON (((-8.601970806987868 41.14701866714651, -8.601967261406779 41.14695805519285, -8.601935394209951 41.146413193013736, -8.602382149426171 41.14627719624346, -8.60301211640953 41.14611163924918, -8.603079038478871 41.146090575157494, -8.603140529857884 41.14607951902766, -8.603358652874444 41.14604988506278, -8.604151201777052 41.146094737457126, -8.60425020016219 41.14614327672371, -8.604267522560628 41.14615194010797, -8.604284843830463 41.14616061159815, -8.604321878184122 41.14616745560165, -8.604351452268375 41.14616384092759, -8.604437697086578 41.146109949022566, -8.60436888617477 41.14618824257024, -8.604310148016049 41.14630732696748, -8.604274791223547 41.14639988969011, -8.60424283446934 41.1464598976209, -8.604042963637584 41.14645046163852, -8.603830691263473 41.146517141259146, -8.603797413563614 41.14652758723695, -8.602572110819706 41.14686528247374, -8.601975303529098 41.14705525068465, -8.601970806987868 41.14701866714651)))",61.0,1.525,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
1377,178002,13120202307,13,1312,131202,131202023,023,07,02307,13120202307,1,11,11A,62.0,42.0,18.0,57.0,36.0,26.0,41.0,19.0,0.0,0.0,2.0,22.0,152.0,150.0,100.0,50.0,11.0,16.0,31.0,64.0,100.0,75.0,25.0,54.0,24.0,259.0,130.0,129.0,26.0,36.0,103.0,94.0,917.11847151389,45562.610245521,"MULTIPOLYGON (((-8.5889891355217 41.14692936049304, -8.588827396000672 41.146850082211806, -8.588827585073512 41.14684986265769, -8.588958708847608 41.146697211460065, -8.588933410861301 41.1465602344855, -8.5889705255875 41.14647241479192, -8.58880699094435 41.14588488482776, -8.589449256006944 41.14525105049324, -8.589585549041887 41.145105869702824, -8.589950275986252 41.144856667702584, -8.590570061679838 41.145205596375554, -8.590925246207103 41.14540591828958, -8.592158599138529 41.14610150836322, -8.59272629746618 41.14642168474935, -8.592748347416567 41.14647980729843, -8.59099372103087 41.14679325429375, -8.590697683497936 41.14684613281466, -8.589544314750041 41.147062532760444, -8.589070505785422 41.14713640539712, -8.5889891355217 41.14692936049304)))",7.0,0.07,Bonfim
1378,178003,13121703011,13,1312,131217,131217030,030,11,03011,13121703011,1,11,11A,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,0.0,3.0,0.0,407.878739972357,8431.4668615461,"MULTIPOLYGON (((-8.611482231163546 41.14683434557969, -8.611117335209737 41.14679038560848, -8.611177042251395 41.146465533236714, -8.611181960005272 41.14644067158912, -8.61120262163885 41.14638610223442, -8.611227012293615 41.14631997380374, -8.61126717296751 41.14626874516077, -8.61134772318963 41.14619896191727, -8.611407066400595 41.14618441660147, -8.611494294741089 41.14619272378586, -8.611328937206004 41.14598848996292, -8.612061314703169 41.145977601699144, -8.612131214573237 41.14599081399166, -8.612202716172497 41.14599529074951, -8.612192618237307 41.146063670466965, -8.612177217067563 41.147136116347475, -8.611482231163546 41.14683434557969)))",5.0,2.5,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
1379,178004,13120300401,13,1312,131203,131203004,004,01,00401,13120300401,1,11,11A,61.0,55.0,5.0,60.0,40.0,21.0,54.0,5.0,1.0,0.0,1.0,13.0,85.0,84.0,51.0,33.0,6.0,2.0,11.0,38.0,52.0,42.0,10.0,26.0,7.0,96.0,42.0,54.0,8.0,6.0,49.0,33.0,395.087970835072,8022.48269809959,"MULTIPOLYGON (((-8.587345458171535 41.146962095998546, -8.587581296005716 41.14679355489789, -8.5878836417002 41.14658976969513, -8.587941695495838 41.14654813930742, -8.5881544873002 41.14655458615148, -8.588154858438246 41.14655468373343, -8.588305447226794 41.14659423924065, -8.588827396000672 41.146850082211806, -8.5889891355217 41.14692936049304, -8.589070505785422 41.14713640539712, -8.588593615824708 41.14718952870134, -8.58813710135155 41.147213268438904, -8.587134868812988 41.1472854770362, -8.587345458171535 41.146962095998546)))",1.0,0.0196078431372549,Campanhã
1380,178005,13120301609,13,1312,131203,131203016,016,09,01609,13120301609,1,11,11A,71.0,67.0,4.0,70.0,60.0,11.0,61.0,9.0,0.0,1.0,0.0,41.0,95.0,95.0,47.0,48.0,7.0,9.0,16.0,29.0,47.0,31.0,16.0,30.0,15.0,103.0,43.0,60.0,16.0,12.0,38.0,37.0,506.436924964181,17043.2393476748,"MULTIPOLYGON (((-8.586963430653947 41.147241448643726, -8.58638362881778 41.14706999231944, -8.585918752994 41.146920888526985, -8.586061643390984 41.14674644971996, -8.586056355278627 41.146563256845305, -8.58606783695174 41.14645606422336, -8.586173313526805 41.146271336313895, -8.586239404341129 41.1461358091332, -8.5865970149755 41.14595377063182, -8.586918363171756 41.1457714515748, -8.587247809535679 41.14588728476755, -8.587335207370783 41.14593428334634, -8.587457299848262 41.14600853450805, -8.587541189615179 41.14608033218973, -8.587941695495838 41.14654813930742, -8.5878836417002 41.14658976969513, -8.587581296005716 41.14679355489789, -8.587345458171535 41.146962095998546, -8.587134868812988 41.1472854770362, -8.586963430653947 41.147241448643726)))",3.0,0.06382978723404255,Campanhã
1381,178006,13121802405,13,1312,131218,131218024,024,05,02405,13121802405,1,11,11A,15.0,13.0,2.0,14.0,11.0,4.0,11.0,1.0,1.0,1.0,1.0,10.0,20.0,20.0,12.0,8.0,3.0,1.0,5.0,7.0,12.0,10.0,2.0,8.0,1.0,23.0,11.0,12.0,0.0,1.0,10.0,12.0,315.154709391901,4686.88612485249,"MULTIPOLYGON (((-8.631479808364587 41.147042407983406, -8.63140139520384 41.14698126904343, -8.6313806900455 41.146965115643354, -8.631281654305836 41.14690185075066, -8.63114234450349 41.146825884569814, -8.63115341374318 41.14681210596411, -8.63084935063365 41.14665523251623, -8.630718936043545 41.14655052328456, -8.630538770590546 41.14638154222403, -8.631084025800531 41.14635436497521, -8.631161640612286 41.14637483669794, -8.631273824740221 41.146398553518104, -8.631430949260258 41.14648662357975, -8.631920131449204 41.14675209069954, -8.631969348922 41.1467785646858, -8.631953182106558 41.1467971377554, -8.63163112950076 41.147167536894344, -8.631479808364587 41.147042407983406)))",11.0,0.9166666666666666,União das freguesias de Lordelo do Ouro e Massarelos
1382,178007,13120202404,13,1312,131202,131202024,024,04,02404,13120202404,1,11,11A,16.0,7.0,9.0,12.0,3.0,13.0,7.0,6.0,1.0,1.0,1.0,9.0,75.0,75.0,37.0,38.0,4.0,5.0,11.0,22.0,37.0,28.0,9.0,19.0,5.0,73.0,35.0,38.0,4.0,6.0,42.0,21.0,467.569482399674,11501.6396046136,"MULTIPOLYGON (((-8.59980743897527 41.147198512658804, -8.599190328092835 41.14586805085506, -8.600344660385478 41.14580976886359, -8.600465437121125 41.14697437988469, -8.599828359451502 41.14734657040045, -8.59980743897527 41.147198512658804)))",14.0,0.3783783783783784,Bonfim
1383,178008,13120202405,13,1312,131202,131202024,024,05,02405,13120202405,1,11,11A,25.0,13.0,11.0,17.0,8.0,17.0,15.0,4.0,4.0,0.0,2.0,16.0,120.0,119.0,79.0,40.0,9.0,25.0,39.0,35.0,79.0,65.0,14.0,33.0,12.0,149.0,69.0,80.0,14.0,4.0,104.0,27.0,482.608581491889,12238.5505051383,"MULTIPOLYGON (((-8.599623214387744 41.14731766177768, -8.598692172503654 41.1470243728137, -8.598261687260006 41.14590730237545, -8.599190328092835 41.14586805085506, -8.59980743897527 41.147198512658804, -8.599828359451502 41.14734657040045, -8.599623214387744 41.14731766177768)))",16.0,0.20253164556962025,Bonfim
1384,178009,13120302501,13,1312,131203,131203025,025,01,02501,13120302501,1,11,11A,29.0,29.0,0.0,29.0,29.0,0.0,29.0,0.0,0.0,0.0,0.0,20.0,30.0,30.0,20.0,10.0,3.0,1.0,4.0,15.0,20.0,14.0,6.0,17.0,7.0,45.0,17.0,28.0,3.0,5.0,22.0,15.0,283.120176170894,4367.96350634337,"MULTIPOLYGON (((-8.572216564589677 41.14738357454008, -8.572212811861641 41.1473674449124, -8.572196034422511 41.147305965805, -8.572204758308837 41.14727641803104, -8.572241496770799 41.14721092607548, -8.572365094453064 41.14701544541356, -8.572452160781268 41.14691813091752, -8.572508124856757 41.14683675567393, -8.572521212049054 41.146793486579575, -8.572520817973992 41.14673445723617, -8.572552905946688 41.14664157541447, -8.572572569195167 41.14657361015295, -8.572607987496042 41.14659577795033, -8.572766847530405 41.146623623747686, -8.572799361817674 41.14663902227915, -8.572814074819071 41.14666441156763, -8.572829721483382 41.146711695016805, -8.572817319131813 41.14675759080834, -8.572841499051032 41.1468447292383, -8.572867994994123 41.146886262494526, -8.57294202754632 41.1469791705662, -8.572989513645382 41.14702458556882, -8.573053861324277 41.147065713105924, -8.573163383947792 41.14711672502046, -8.573156905692626 41.14712235949004, -8.572991261997515 41.14731078906292, -8.572803222695413 41.147472328592215, -8.572216564589677 41.14738357454008)))",0.0,0.0,Campanhã
1385,178010,13121703507,13,1312,131217,131217035,035,07,03507,13121703507,1,11,11A,23.0,15.0,6.0,20.0,9.0,14.0,15.0,3.0,1.0,1.0,3.0,12.0,36.0,34.0,13.0,21.0,1.0,0.0,6.0,5.0,15.0,12.0,3.0,5.0,2.0,24.0,8.0,16.0,2.0,1.0,11.0,10.0,934.228631192989,45739.7109225885,"MULTIPOLYGON (((-8.61589227371907 41.14728642592246, -8.615335178565811 41.14721645529282, -8.615095970718842 41.1471890512714, -8.615061839842934 41.147191778327965, -8.614997104390993 41.147210129913795, -8.61492113690222 41.14724002701344, -8.61521318301225 41.14687607610014, -8.61521519891713 41.146795301235514, -8.615411293427819 41.14593950350862, -8.615453498740205 41.14575667147315, -8.615525068093126 41.145483369358594, -8.61674911749342 41.14487937531496, -8.617264753000393 41.14469129524529, -8.617264810592786 41.1446915138093, -8.617536693887113 41.14572248252672, -8.61768059487249 41.14628215306489, -8.61770422093877 41.146374040443845, -8.617704248039212 41.146374161888744, -8.617704583271005 41.14637568671792, -8.617775587815364 41.14669789453297, -8.61788754675937 41.14716339012548, -8.61788757622957 41.147163509759466, -8.61750043857559 41.14720737150133, -8.617286754020773 41.1472361671709, -8.617035299094637 41.14724903123142, -8.616955140023876 41.147228776780075, -8.616948000379644 41.14722657368707, -8.616703925433567 41.1471513010514, -8.616114103264643 41.147057791004194, -8.616071233951153 41.14730908438177, -8.61589227371907 41.14728642592246)))",39.0,3.0,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
1386,178011,13120302609,13,1312,131203,131203026,026,09,02609,13120302609,1,11,11A,7.0,7.0,0.0,7.0,7.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,7.0,7.0,6.0,1.0,1.0,1.0,3.0,2.0,6.0,5.0,1.0,3.0,1.0,12.0,6.0,6.0,2.0,0.0,7.0,3.0,278.447046564849,4299.49966641862,"MULTIPOLYGON (((-8.57321993556492 41.14748941859827, -8.572803222695413 41.147472328592215, -8.572991261997515 41.14731078906292, -8.573156905692626 41.14712235949004, -8.573163383947792 41.14711672502046, -8.573183864884502 41.147092560991766, -8.573193736052112 41.14708127772379, -8.573220365586627 41.1470611502682, -8.573379117027411 41.14696410143078, -8.573640168861132 41.14679693315797, -8.573974586740421 41.14686808040995, -8.573897940984802 41.14714575150983, -8.573720179551815 41.147377898782885, -8.573533067908867 41.147526514683044, -8.57321993556492 41.14748941859827)))",0.0,0.0,Campanhã
1387,178012,13121703013,13,1312,131217,131217030,030,13,03013,13121703013,1,11,11A,16.0,5.0,11.0,11.0,2.0,14.0,11.0,4.0,1.0,0.0,0.0,8.0,48.0,48.0,16.0,32.0,1.0,0.0,2.0,5.0,16.0,16.0,0.0,2.0,0.0,18.0,10.0,8.0,0.0,0.0,11.0,7.0,540.03918998133,18174.9310903248,"MULTIPOLYGON (((-8.613280821647521 41.147511712511175, -8.613042084457607 41.147467203881966, -8.612176212842241 41.14721041371572, -8.612175699515907 41.14721026187597, -8.61217632676384 41.147184168227476, -8.61217682674416 41.14716333815788, -8.612177217067563 41.147136116347475, -8.612192618237307 41.146063670466965, -8.612202716172497 41.14599529074951, -8.612396602152476 41.14599751957753, -8.613554238278649 41.14587750432719, -8.613550150109658 41.14597166740536, -8.613569556807109 41.146959100364604, -8.613366867051793 41.14751924882886, -8.613280821647521 41.147511712511175)))",89.0,5.5625,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
1388,178013,13121702701,13,1312,131217,131217027,027,01,02701,13121702701,1,11,11A,2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,286.717580554092,4618.39503503157,"MULTIPOLYGON (((-8.608659184652087 41.14739858907463, -8.609008040413103 41.14684600932067, -8.6096354911079 41.146673395021544, -8.609600053249645 41.14692784194113, -8.609384146910452 41.14754762718157, -8.608659184652087 41.14739858907463)))",31.0,31.0,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
1389,178014,13121703101,13,1312,131217,131217031,031,01,03101,13121703101,1,11,11A,35.0,16.0,18.0,27.0,7.0,28.0,26.0,9.0,0.0,0.0,0.0,20.0,102.0,101.0,64.0,37.0,4.0,3.0,16.0,44.0,64.0,53.0,11.0,29.0,9.0,114.0,50.0,64.0,8.0,12.0,60.0,34.0,470.362803702423,10719.6540544722,"MULTIPOLYGON (((-8.602612255003672 41.14730555832447, -8.601984921654264 41.14715930288563, -8.601984419322152 41.14715918607271, -8.6019848429849 41.147132875397304, -8.601975303529098 41.14705525068465, -8.602572110819706 41.14686528247374, -8.603797413563614 41.14652758723695, -8.603913471084962 41.14764321285862, -8.602612255003672 41.14730555832447)))",47.0,0.734375,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
1390,178015,13121802406,13,1312,131218,131218024,024,06,02406,13121802406,1,11,11A,23.0,17.0,6.0,23.0,16.0,7.0,20.0,0.0,2.0,1.0,0.0,21.0,40.0,40.0,27.0,13.0,3.0,1.0,11.0,16.0,27.0,18.0,9.0,17.0,3.0,55.0,28.0,27.0,3.0,1.0,29.0,22.0,228.671069370369,2486.9957101701,"MULTIPOLYGON (((-8.630909626722444 41.14724540769053, -8.630963747926698 41.147106304971615, -8.631042631590288 41.14700009436334, -8.631027954457952 41.14696840933642, -8.63114234450349 41.146825884569814, -8.631281654305836 41.14690185075066, -8.6313806900455 41.146965115643354, -8.63140139520384 41.14698126904343, -8.631479808364587 41.147042407983406, -8.63163112950076 41.147167536894344, -8.631618943503737 41.14718154638738, -8.631513289669298 41.14726028476185, -8.631384537801383 41.147316974933204, -8.631008190423344 41.14741757815317, -8.630823850088058 41.147493695342774, -8.63075582282702 41.14753932529375, -8.630909626722444 41.14724540769053)))",7.0,0.25925925925925924,União das freguesias de Lordelo do Ouro e Massarelos
1391,178016,13121701507,13,1312,131217,131217015,015,07,01507,13121701507,1,11,11A,2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,440.225576770731,6055.65318208457,"MULTIPOLYGON (((-8.613366867051793 41.14751924882886, -8.613569556807109 41.146959100364604, -8.613550150109658 41.14597166740536, -8.613554238278649 41.14587750432719, -8.613835881626736 41.14605317411718, -8.613853070253995 41.146063087322815, -8.614051326920473 41.14617747238584, -8.613789677927192 41.14764224880892, -8.613366867051793 41.14751924882886)))",0.0,0.0,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
1392,178017,13120202701,13,1312,131202,131202027,027,01,02701,13120202701,1,11,11A,38.0,19.0,19.0,31.0,11.0,27.0,21.0,15.0,1.0,1.0,0.0,16.0,113.0,113.0,66.0,47.0,10.0,1.0,19.0,43.0,66.0,50.0,16.0,33.0,10.0,123.0,55.0,68.0,4.0,8.0,74.0,37.0,495.348411563911,11483.0435466932,"MULTIPOLYGON (((-8.599828359451502 41.14734657040045, -8.600465437121125 41.14697437988469, -8.600769523409806 41.146794747680424, -8.601935394209951 41.146413193013736, -8.601967261406779 41.14695805519285, -8.601970806987868 41.14701866714651, -8.601975303529098 41.14705525068465, -8.601766502801343 41.14712323240869, -8.601306104820702 41.147273136346065, -8.600622505535748 41.14750020608768, -8.60014022295031 41.14769909957932, -8.600137169139137 41.14770017447542, -8.599828359451502 41.14734657040045)))",36.0,0.5454545454545454,Bonfim
1393,178018,13121701508,13,1312,131217,131217015,015,08,01508,13121701508,1,11,11A,5.0,2.0,3.0,4.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,11.0,11.0,1.0,10.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,713.310783783542,15971.7933340155,"MULTIPOLYGON (((-8.613789677927192 41.14764224880892, -8.614051326920473 41.14617747238584, -8.613853070253995 41.146063087322815, -8.614890255512181 41.145747960377165, -8.615024917853086 41.145691831160754, -8.615525068093126 41.145483369358594, -8.615453498740205 41.14575667147315, -8.615411293427819 41.14593950350862, -8.61521519891713 41.146795301235514, -8.61521318301225 41.14687607610014, -8.614702042957502 41.14657657704828, -8.614141389562002 41.147524463193825, -8.614096777087765 41.14760219234046, -8.614078397392241 41.14765251161819, -8.61405912154052 41.14771892452698, -8.613789677927192 41.14764224880892)))",28.0,28.0,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
1394,178019,13121702702,13,1312,131217,131217027,027,02,02702,13121702702,1,11,11A,3.0,1.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,9.0,9.0,5.0,4.0,1.0,0.0,0.0,5.0,5.0,5.0,0.0,2.0,0.0,7.0,2.0,5.0,0.0,2.0,4.0,1.0,459.359958263779,12820.0434922716,"MULTIPOLYGON (((-8.61062194672104 41.14777194646446, -8.609384146910452 41.14754762718157, -8.609600053249645 41.14692784194113, -8.6096354911079 41.146673395021544, -8.60992611485081 41.146720279314145, -8.611094660845284 41.14689752806524, -8.610898972481069 41.14782214423279, -8.61062194672104 41.14777194646446)))",12.0,2.4,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
1395,178020,13121701509,13,1312,131217,131217015,015,09,01509,13121701509,1,11,11A,9.0,4.0,5.0,7.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,2.0,18.0,18.0,8.0,10.0,0.0,0.0,0.0,8.0,8.0,7.0,1.0,2.0,0.0,13.0,6.0,7.0,0.0,2.0,9.0,2.0,354.733907777175,6047.7833519369,"MULTIPOLYGON (((-8.61405912154052 41.14771892452698, -8.614078397392241 41.14765251161819, -8.614096777087765 41.14760219234046, -8.614141389562002 41.147524463193825, -8.614702042957502 41.14657657704828, -8.61521318301225 41.14687607610014, -8.61492113690222 41.14724002701344, -8.61448366135949 41.14784668704453, -8.61405912154052 41.14771892452698)))",13.0,1.625,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
1396,178021,13120302610,13,1312,131203,131203026,026,10,02610,13120302610,1,11,11A,28.0,27.0,1.0,28.0,27.0,1.0,3.0,25.0,0.0,0.0,0.0,12.0,32.0,32.0,25.0,7.0,2.0,1.0,3.0,21.0,25.0,18.0,7.0,13.0,6.0,48.0,26.0,22.0,9.0,4.0,22.0,13.0,232.420708314689,3410.98910702263,"MULTIPOLYGON (((-8.57256699380674 41.14791090716804, -8.572647634470632 41.147666626144925, -8.572803222695413 41.147472328592215, -8.57321993556492 41.14748941859827, -8.573533067908867 41.147526514683044, -8.573495430408808 41.147576757082895, -8.573241433201156 41.14791583916101, -8.573175778147519 41.14801390984832, -8.573060953864594 41.14799153228353, -8.572859817431132 41.14803501612235, -8.57256699380674 41.14791090716804)))",0.0,0.0,Campanhã
